,revenue,pred,,,
3348,13200241,87827312.63,7.12058186,7.943629594,-0.823047734
3349,522911,127524665.5,5.718427778,8.105594193,-2.387166415
3350,163536,66985428.1,5.213613371,7.825980337,-2.612366966
3351,7338987,96963162.61,6.865636118,7.986606772,-1.120970654
3352,15530077,43166257.76,7.191173609,7.6351444,-0.443970791
3353,460978,79628933.37,5.663680199,7.901070898,-2.237390699
3354,14980005,63337456.48,7.175511958,7.801660619,-0.626148661
3355,21126225,76319873.69,7.324821901,7.882637643,-0.557815742
3356,6584159,56505944.39,6.81850031,7.752094138,-0.933593828
3357,15,73850870.94,1.176091259,7.868355621,-6.692264362
3358,38535221,72120533.84,7.585857854,7.858058933,-0.272201079
3359,55041367,72020887.72,7.740689211,7.85745847,-0.116769259
3360,162944923,86084485.51,8.212040833,7.934924888,0.277115945
3361,54667954,107820954.1,7.73773282,8.03270317,-0.29497035
3362,11850214,72572140.37,7.073726193,7.860769932,-0.787043739
3363,21009180,92321467.39,7.322409102,7.965302699,-0.642893597
3364,603943,44540932.76,5.780995952,7.648759308,-1.867763356
3365,161451538,132587352.9,8.208042186,8.1225021,0.085540087
3366,4069090,110320700,6.609497296,8.042657009,-1.433159713
3367,4500000,31978411.81,6.653212514,7.504856891,-0.851644377
3368,1600000,,6.204119983,#NUM!,#NUM!
3369,365134,6291493.261,5.562452275,6.798753736,-1.236301461
3370,15,80454313.45,1.176091259,7.905549333,-6.729458074
3371,3515061,35720655.75,6.545932866,7.552919423,-1.006986557
3372,127067,45013680.24,5.104032777,7.653344522,-2.549311745
3373,3166000,92703737.58,6.500510911,7.967097244,-1.466586334
3374,159429,40582299.27,5.202567322,7.608336649,-2.405769327
3375,10000000,21253436.48,7,7.327429161,-0.327429161
3376,7659918,75387733.4,6.884224121,7.877300686,-0.993076566
3377,1530216,138021986.7,6.184752739,8.139948275,-1.955195536
3378,5331377,40810048.03,6.726839394,7.610767106,-0.883927712
3379,216763646,124539574.7,8.335986447,8.095307378,0.240679069
3380,38000000,47345084.4,7.579783597,7.675274895,-0.095491298
3381,474968763,104534121.1,8.676665049,8.019258072,0.657406976
3382,34808403,113003503.6,7.541684098,8.053091909,-0.51140781
3383,102000000,91197333.36,8.008600172,7.95998214,0.048618032
3384,154648887,138663337.4,8.189346799,8.141961649,0.04738515
3385,4678405,57501316.94,6.670097815,7.759677791,-1.089579976
3386,516642939,212058024.1,8.713190498,8.32645471,0.386735788
3387,3537961,63151533.27,6.548753041,7.800383899,-1.251630858
3388,1841260,67999225.94,6.265115119,7.832503969,-1.56738885
3389,91196419,81099923.82,7.959977785,7.909020446,0.050957339
3390,6321392,,6.800812722,#NUM!,#NUM!
3391,2044892,143208060.3,6.310670376,8.155967462,-1.845297087
3392,8000000,77240412.59,6.903089987,7.887844585,-0.984754598
3393,1373728,,6.13790075,#NUM!,#NUM!
3394,4,,0.602059991,#NUM!,#NUM!
3395,31651,58608321.73,4.500387436,7.767959285,-3.267571849
3396,16361885,87785611.78,7.213833336,7.94342334,-0.729590004
3397,2270658,86785242.92,6.356151727,7.938445883,-1.582294156
3398,9000000,115345058.2,6.954242509,8.061998993,-1.107756483
3399,1314230,115549335.3,6.118671377,8.062767451,-1.944096075
3400,1461989,104113132.6,6.164944105,8.017505514,-1.852561409
3401,56681566,203092812.9,7.75344184,8.307694555,-0.554252714
3402,93772522,135368891.6,7.972075596,8.131518873,-0.159443276
3403,76669806,49547217.45,7.884624364,7.69501927,0.189605095
3404,1819410,44417175.05,6.259930577,7.647550934,-1.387620356
3405,161000000,82003036.42,8.206825876,7.913829934,0.292995942
3406,869325,101403140.4,5.939182169,8.006051405,-2.066869236
3407,214605,78120309.68,5.331639836,7.892763956,-2.56112412
3408,8009329,85356364.77,6.903596134,7.931235911,-1.027639777
3409,92180910,84034788.47,7.964640991,7.924459111,0.04018188
3410,35294470,80872315.66,7.547706665,7.907799879,-0.360093214
3411,97918663,79343641.1,7.990865475,7.899512126,0.091353348
3412,10442808,125778382.2,7.018817293,8.099606004,-1.080788711
3413,122644820,79397291.52,8.08864921,7.899805688,0.188843523
3414,67192859,52171488.04,7.82732312,7.717433224,0.109889896
3415,47175038,85757442.07,7.673712259,7.933271819,-0.25955956
3416,2341309,99877437.13,6.369458735,7.99946739,-1.630008655
3417,5935269,208949742.1,6.773440407,8.320041839,-1.546601432
3418,184890,31151394.47,5.266913422,7.493477492,-2.22656407
3419,346297,96500850.75,5.539448729,7.984531142,-2.445082413
3420,86175,52733201.3,4.935381292,7.722084137,-2.786702845
3421,234710455,156708669.9,8.370532435,8.195093025,0.175439411
3422,41,56107223.64,1.612783857,7.749018779,-6.136234922
3423,368100420,169651408.8,8.565966313,8.22955747,0.336408843
3424,653621,37388423.8,5.815325997,7.572737157,-1.75741116
3425,230884728,126064072.5,8.363395207,8.100591333,0.262803874
3426,32645546,,7.513823937,#NUM!,#NUM!
3427,4100000,77490053.56,6.612783857,7.889245961,-1.276462104
3428,32000000,93929428.31,7.505149978,7.972801679,-0.467651701
3429,11500000,85218779.81,7.06069784,7.930535312,-0.869837471
3430,100914445,85776859.53,8.003953336,7.933370142,0.070583194
3431,4662137,73699890.94,6.668585031,7.867466845,-1.198881814
3432,8403433,,6.924456742,#NUM!,#NUM!
3433,19294901,153339318.8,7.285442555,8.18565353,-0.900210975
3434,113006880,129100512.7,8.053104885,8.110927967,-0.057823082
3435,95226116,56391241.56,7.978756071,7.751211656,0.227544415
3436,77944725,81465846.88,7.891786729,7.910975577,-0.019188847
3437,260696994,122144007.2,8.416136024,8.086872164,0.32926386
3438,212483,,5.327324189,#NUM!,#NUM!
3439,48000,,4.681241237,#NUM!,#NUM!
3440,6582052,176578380,6.818361309,8.246937528,-1.428576219
3441,299261,,5.476050123,#NUM!,#NUM!
3442,11000000,72928592.11,7.041392685,7.86289783,-0.821505144
3443,263404,78426177.02,5.420622366,7.894461045,-2.47383868
3444,1960,54424935.48,3.292256071,7.735797923,-4.443541852
3445,27645491,52889251.6,7.441624308,7.723367422,-0.281743114
3446,20085825,77753118.34,7.302889675,7.890717816,-0.587828141
3447,68915888,112681493.1,7.838319357,8.051852593,-0.213533237
3448,7185518,48666650.34,6.856458082,7.687231455,-0.830773374
3449,6804016,6291493.261,6.832765326,6.798753736,0.03401159
3450,7788597,75394620.49,6.891459233,7.877340359,-0.985881126
3451,13145977,48188928.64,7.118792868,7.682947271,-0.564154403
3452,257043,78860481.07,5.410005781,7.896859422,-2.486853641
3453,712294,31051674.71,5.852659286,7.492085028,-1.639425742
3454,158733820,178088876.1,8.200669468,8.250636793,-0.049967325
3455,36351350,,7.560520544,#NUM!,#NUM!
3456,119269486,91448383.7,8.076529348,7.961176034,0.115353314
3457,50451307,55546393.58,7.702872422,7.744655867,-0.041783445
3458,21435321,96226324.31,7.331129992,7.983293897,-0.652163905
3459,110,32505909.16,2.041392685,7.511962317,-5.470569632
3460,527000,,5.721810615,#NUM!,#NUM!
3461,1718328,43693977.12,6.235106067,7.640421577,-1.40531551
3462,34562222,130505010.9,7.538601655,8.115627187,-0.577025532
3463,2000000,43149934.06,6.301029996,7.634980136,-1.333950141
3464,104478416,141801000.9,8.01902658,8.151679296,-0.132652717
3465,14200000,271410799.8,7.152288344,8.433627125,-1.28133878
3466,108047131,89760312.24,8.033613239,7.953084355,0.080528885
3467,3764219,87911232.59,6.575674882,7.944044369,-1.368369487
3468,9346177,,6.970634002,#NUM!,#NUM!
3469,1691706,66413086.58,6.22832489,7.822253665,-1.593928775
3470,38585,,4.586418505,#NUM!,#NUM!
3471,402805,54297642,5.605094853,7.73478097,-2.129686117
3472,42886719,68342839.19,7.632322822,7.834693017,-0.202370195
3473,71073932,112717630,7.851710342,8.051991849,-0.200281506
3474,42108,,4.624364614,#NUM!,#NUM!
3475,211643158,161178572.9,8.325604233,8.207307306,0.118296927
3476,68766121,59891760.79,7.837374527,7.777367081,0.060007446
3477,98410061,70886678.95,7.993039501,7.85056463,0.142474871
3478,1524966,53498562.83,6.183260161,7.728342115,-1.545081954
3479,8692426,71978242.96,6.939141002,7.857201241,-0.918060239
3480,5273000,87945516.44,6.722057771,7.944213704,-1.222155932
3481,50871113,63062486.72,7.70647124,7.799771092,-0.093299853
3482,850000000,450247717.2,8.929418926,8.65345152,0.275967406
3483,56070433,58849104.69,7.74873391,7.76973986,-0.02100595
3484,154749918,128792550.7,8.189630428,8.109890744,0.079739683
3485,1574623,29563844.2,6.197176591,7.470760905,-1.273584314
3486,532680671,302941411.9,8.726466938,8.481358645,0.245108293
3487,2850263,26470883.17,6.454884935,7.422768431,-0.967883496
3488,251495,101793674.3,5.400529355,8.007720791,-2.607191435
3489,190320568,78042208.69,8.279485725,7.892329552,0.387156173
3490,11838218,,7.073286333,#NUM!,#NUM!
3491,108539911,101609413.1,8.035589461,8.006933943,0.028655518
3492,39053061,77346895.7,7.59165508,7.888442888,-0.296787808
3493,13411957,56524760.29,7.127492152,7.752238729,-0.624746577
3494,478207520,133336953,8.679616401,8.124950526,0.554665875
3495,69425966,113562112.5,7.841521931,8.055233463,-0.213711531
3496,20377075,98299783.4,7.309141844,7.992552561,-0.683410717
3497,120620,48418387.25,5.081419324,7.68501032,-2.603590995
3498,837000,837000,5.922725458,5.922725458,0
3499,30000000,75539457.87,7.477121255,7.878173864,-0.401052609
3500,374218673,241034165.3,8.573125454,8.382078606,0.191046848
3501,66002004,159434282.3,7.819557122,8.202581711,-0.383024589
3502,46770602,108854397.2,7.66997296,8.036845977,-0.366873017
3503,131426169,95535911.69,8.118681849,7.980166652,0.138515196
3504,3360000,74285014.94,6.526339277,7.870901215,-1.344561938
3505,24000000,,7.380211242,#NUM!,#NUM!
3506,591739379,161752159.6,8.772130472,8.208850088,0.563280384
3507,127392239,146446469.8,8.105142971,8.165678907,-0.060535936
3508,16809014,69319885.24,7.225542239,7.840857835,-0.615315596
3509,25473093,87056110.7,7.406081681,7.939799261,-0.53371758
3510,330579719,195100034.2,8.519276206,8.290257346,0.229018861
3511,1750211,42369163.08,6.243090409,7.627049885,-1.383959476
3512,285176741,136312102,8.455114102,8.134534415,0.320579687
3513,23727301,71318822.2,7.37524834,7.853204162,-0.477955823
3514,23563727,61412883.65,7.372243983,7.78825949,-0.416015508
3515,5728953,56633467.33,6.758075259,7.753073152,-0.994997892
3516,76901,1939524.3,4.885931987,6.287695225,-1.401763238
3517,162949164,103130100.8,8.212052137,8.013385442,0.198666695
3518,34252847,43467902.59,7.534696675,7.638168685,-0.10347201
3519,1928985,37855650.44,6.285328851,7.578130713,-1.292801862
3520,86369815,165040352.5,7.936361989,8.217590143,-0.281228153
3521,76932943,167351526.3,7.886112346,8.223629678,-0.337517331
3522,58405313,63780203.24,7.766452356,7.804685899,-0.038233543
3523,38869464,125014723.7,7.589608552,8.096961165,-0.507352614
3524,45742101,79727775.57,7.660316108,7.901609647,-0.241293539
3525,176153,44102637.73,5.245890044,7.644464565,-2.398574521
3526,143000,214174231,5.155336037,8.330767216,-3.175431179
3527,110803676,89085552,8.044554169,7.949807275,0.094746893
3528,22400154,54150753.95,7.350251004,7.733604508,-0.383353504
3529,91974818,94178676.38,7.963668937,7.973952582,-0.010283645
3530,92374674,78709050.71,7.965552919,7.896024674,0.069528244
3531,10166502,82655444.32,7.00717155,7.917271465,-0.910099914
3532,331816,14406151.62,5.520897324,7.158547981,-1.637650658
3533,27843,112924980.8,4.444716027,8.052790025,-3.608073998
3534,733094,33365500.5,5.865159665,7.523297644,-1.658137979
3535,109449237,75748146.78,8.039212738,7.879372012,0.159840726
3536,57891803,90391691.43,7.762617076,7.956128513,-0.193511437
3537,100000000,96226324.31,8,7.983293897,0.016706103
3538,36000000,69428533.05,7.556302501,7.841537989,-0.285235488
3539,1644060,74964221.97,6.215917663,7.874854038,-1.658936375
3540,3102550,50091503.33,6.491718789,7.699764066,-1.208045277
3541,19478106,328880466.1,7.289546725,8.517038079,-1.227491354
3542,105316267,122359854.1,8.022495457,8.087638951,-0.065143494
3543,15007991,31804436.41,7.176322561,7.502487704,-0.326165144
3544,1046166,35574417.3,6.019600602,7.551137795,-1.531537194
3545,82466670,62299771.38,7.916278458,7.794486453,0.121792005
3546,85167639,93333960.76,7.930274608,7.970039696,-0.039765088
3547,102854431,97659706.75,8.012223006,7.989715416,0.02250759
3548,7535331,42092082.61,6.877102334,7.624200414,-0.74709808
3549,24127895,120597305,7.382519434,8.081337603,-0.698818169
3550,10047674,37380470.51,7.002065536,7.572644764,-0.570579228
3551,2697930,60695808.91,6.431030677,7.783158704,-1.352128026
3552,1919197,40239664.19,6.283119556,7.604654348,-1.321534792
3553,3020784,55567836.75,6.480119672,7.74482349,-1.264703818
3554,13168027,73664430.66,7.119520708,7.867257837,-0.747737128
3555,55987321,145010353.6,7.748089687,8.161399012,-0.413309325
3556,22944502,77151048.67,7.360678636,7.887341834,-0.526663198
3557,18637690,30189065.03,7.270392084,7.479849663,-0.209457579
3558,52304001,114591297.5,7.718534912,8.059151637,-0.340616725
3559,18618284,47738871.25,7.269939651,7.678872146,-0.408932496
3560,12382362,89663953.12,7.092803497,7.952617882,-0.859814386
3561,144216468,107408184.5,8.159014855,8.031037376,0.127977479
3562,223387299,108418072.1,8.349058477,8.035101681,0.313956797
3563,117195061,100794269.3,8.068909309,8.003435841,0.065473468
3564,3154346,42954406.99,6.498909329,7.633007728,-1.134098398
3565,60740827,78198262.42,7.783480701,7.893197103,-0.109716402
3566,42093706,74998214.8,7.624217163,7.875050926,-0.250833762
3567,15431177,50091503.33,7.188399053,7.699764066,-0.511365013
3568,49084830,89164395.44,7.690947291,7.950191469,-0.259244178
3569,44434439,109020912,7.647719701,8.037509811,-0.389790109
3570,866999,153300592.1,5.938018597,8.185543832,-2.247525236
3571,192452832,146849644.2,8.284324306,8.166872898,0.117451408
3572,15785148,59195220.5,7.198248658,7.772286643,-0.574037984
3573,92076,144663534.1,4.964146444,8.160359071,-3.196212626
3574,27610873,44254116.1,7.441080138,7.645953671,-0.204873532
3575,3500000,64437836.5,6.544068044,7.809140951,-1.265072906
3576,83073883,65120132.36,7.919464511,7.813715275,0.105749236
3577,10000000,69500178.48,7,7.84198592,-0.84198592
3578,11098131,67180159.26,7.045249847,7.827241029,-0.781991182
3579,30526509,61443580.75,7.484677141,7.788476517,-0.303799376
3580,178043761,121570767.9,8.25052676,8.08482916,0.1656976
3581,52034889,73628680.66,7.716294632,7.867047018,-0.150752386
3582,25224242,69649703.89,7.401818124,7.842919274,-0.44110115
3583,54600000,64670652.77,7.737192643,7.810707245,-0.073514602
3584,5048693,49807706.01,6.703178963,7.69729654,-0.994117577
3585,46201432,76939240.33,7.664655437,7.886147894,-0.221492457
3586,11588205,20209696.67,7.064016169,7.305559795,-0.241543626
3587,23578,35350621.81,4.372506963,7.548397057,-3.175890094
3588,8342132,58539930.1,6.921277058,7.7674522,-0.846175142
3589,142400065,111410161.9,8.153510188,8.046924805,0.106585382
3590,12482775,73335416.74,7.096311142,7.865313764,-0.769002622
3591,152925093,157149844.3,8.184478753,8.196313955,-0.011835202
3592,11837022,,7.073242455,#NUM!,#NUM!
3593,11875866,104654774.9,7.074665289,8.019759048,-0.945093759
3594,674918,118823714.4,5.829251011,8.074903124,-2.245652113
3595,8720000,111138339.2,6.940516485,8.045863902,-1.105347418
3596,96889998,92879649.34,7.986278947,7.967920567,0.01835838
3597,314432665,202505833,8.497527657,8.306437537,0.191090119
3598,2945242,54906702.54,6.469120985,7.739625363,-1.270504378
3599,17709155,104062079.6,7.248197839,8.017292501,-0.769094662
3600,46442528,58631126.14,7.666915852,7.768128236,-0.101212384
3601,50817508,65282563.34,7.706013364,7.814797199,-0.108783835
3602,94000000,77338677.2,7.973127854,7.88839674,0.084731114
3603,57479076,70842158.27,7.759509778,7.850291784,-0.090782006
3604,121147947,125613527.1,8.083316059,8.09903641,-0.015720351
3605,27762648,66469007.08,7.443460887,7.822619191,-0.379158305
3606,895921036,362785716.4,8.952269734,8.55965018,0.392619554
3607,186438883,71038627.64,8.270536492,7.851494563,0.419041929
3608,31670620,52179185.4,7.500656565,7.717497295,-0.216840729
3609,64321501,182495455.5,7.808356171,8.261252054,-0.452895884
3610,6856989,,6.836133453,#NUM!,#NUM!
3611,72028752,63504026.41,7.85750589,7.802801262,0.054704628
3612,739690,50091503.33,5.869049747,7.699764066,-1.830714318
3613,85306374,60836727.77,7.930981482,7.784165847,0.146815636
3614,38,,1.579783597,#NUM!,#NUM!
3615,3357075,78158122.56,6.525961044,7.892974119,-1.367013075
3616,748806957,267584749.8,8.874369871,8.427461358,0.446908512
3617,550000000,165738043,8.740362689,8.219422206,0.520940483
3618,162242962,83981819.36,8.210165866,7.924185279,0.285980588
3619,62153,48508688.35,4.793462096,7.685819532,-2.892357436
3620,163169,79259056.68,5.212637652,7.899048899,-2.686411247
3621,17297244,67476235.85,7.237976912,7.829150848,-0.591173936
3622,84967,62465935.49,4.929250285,7.795643248,-2.866392964
3623,12036149,37454074.66,7.080487555,7.573499072,-0.493011517
3624,130358911,104079304.2,8.115140724,8.01736438,0.097776344
3625,38058335,66964080.7,7.580449785,7.825841911,-0.245392127
3626,13350369,46099269.79,7.12549327,7.663694046,-0.538200777
3627,88933562,67081636.39,7.949065687,7.826603648,0.122462039
3628,129181830,87874024.52,8.111201433,7.943860517,0.167340916
3629,202026112,101663799.3,8.305407506,8.007166336,0.29824117
3630,40442437,113668978.9,7.606837318,8.055641959,-0.448804641
3631,37691644,62448559.64,7.576245081,7.795522426,-0.219277345
3632,18564702,50451779.07,7.268687982,7.702876485,-0.434188503
3633,30536013,24336528.81,7.484812332,7.386258634,0.098553698
3634,23803308,6291493.261,7.376637316,6.798753736,0.57788358
3635,9584131,87799500.71,6.981552741,7.943492046,-0.961939305
3636,2405420,79896479.24,6.381190918,7.902527642,-1.521336724
3637,80578934,88964961.96,7.906221518,7.949218997,-0.04299748
3638,6538177,38600906.81,6.815456674,7.586597507,-0.771140834
3639,28000000,118109238.3,7.447158031,8.072283869,-0.625125837
3640,42647449,59075208.61,7.629893059,7.771405264,-0.141512205
3641,38399961,,7.584330783,#NUM!,#NUM!
3642,51053787,81559961.1,7.708027962,7.91147701,-0.203449048
3643,111340801,145917991.7,8.046654341,8.164108844,-0.117454502
3644,3752325,80728780.57,6.574300447,7.907028392,-1.332727946
3645,358574,108305627.2,5.554578796,8.034651022,-2.480072226
3646,1117920,63382251.46,6.048410726,7.801967662,-1.753556936
3647,10422387,29865237.33,7.017967195,7.47516597,-0.457198775
3648,10496317,60205357.23,7.021036938,7.779635138,-0.758598199
3649,17496992,,7.242963393,#NUM!,#NUM!
3650,138259062,120403902.5,8.140693606,8.080640564,0.060053043
3651,122489822,81700138.27,8.088100004,7.912222792,0.175877212
3652,117719158,86145613.54,8.070847147,7.935233168,0.135613979
3653,11400000,40250005.86,7.056904851,7.604765948,-0.547861097
3654,11718595,37072171.7,7.068875545,7.569048028,-0.500172483
3655,2455831,46747304.61,6.390198477,7.669756575,-1.279558098
3656,5450815,189029888.8,6.736461442,8.276530479,-1.540069037
3657,69834815,168370856,7.844071987,8.22626692,-0.382194933
3658,82800000,80990528.72,7.918030337,7.908434234,0.009596103
3659,66966987,73700232.14,7.825860759,7.867468856,-0.041608096
3660,206871,86839642.15,5.315699614,7.938718025,-2.623018411
3661,14655628,52482053.31,7.166004433,7.720010818,-0.554006385
3662,113783,57007485.96,5.05607738,7.755931889,-2.699854509
3663,120455994,121384679.6,8.080828416,8.084163876,-0.00333546
3664,48548426,121311496.2,7.686175154,8.083901959,-0.397726805
3665,9500000,27520753.2,6.977723605,7.439660316,-0.46193671
3666,57231524,139418771,7.757635311,8.14432125,-0.386685939
3667,31070211,61517724.53,7.492344203,7.789000263,-0.29665606
3668,38159905,81077821.57,7.581607285,7.908902071,-0.327294787
3669,29907685,85267152.69,7.475782798,7.930781761,-0.454998963
3670,65664721,76122301.79,7.817332103,7.881511912,-0.064179809
3671,128406887,125351741.3,8.108588317,8.098130371,0.010457946
3672,6700000,215396679.6,6.826074803,8.333239004,-1.507164202
3673,660940780,417045427.3,8.820162549,8.620183364,0.199979185
3674,132511035,142573555.4,8.122252046,8.15403898,-0.031786934
3675,33889159,69764040.3,7.530060791,7.843631624,-0.313570833
3676,24793509,48948263.51,7.394337996,7.689737289,-0.295399293
3677,2636637,33193503.05,6.421050342,7.521053088,-1.100002746
3678,184376254,114170105.5,8.265704987,8.057552402,0.208152585
3679,9879971,82461141.17,6.99475567,7.916249341,-0.921493671
3680,23006849,78324582.73,7.361857142,7.89389809,-0.532040948
3681,2260622,23742957.41,6.35422795,7.375534813,-1.021306864
3682,1615018,60322188.62,6.208177367,7.78047709,-1.572299723
3683,69623713,67410233.29,7.84275718,7.82872583,0.01403135
3684,61112916,119560019.6,7.786133007,8.077585978,-0.291452971
3685,2438031,,6.387039223,#NUM!,#NUM!
3686,70000000,69470054.79,7.84509804,7.841797641,0.003300399
3687,3910019,23185179.89,6.592178868,7.36521047,-0.773031602
3688,34742066,87240116.02,7.540855641,7.940716234,-0.399860593
3689,56308881,65349213.37,7.750576897,7.815240364,-0.064663467
3690,85582407,68817943.63,7.932384497,7.837701691,0.094682806
3691,18948425,29777514.41,7.277573117,7.473888443,-0.196315326
3692,27105095,69170217.59,7.433050934,7.839919142,-0.406868208
3693,38629478,44752145.71,7.58691884,7.650813863,-0.063895023
3694,3919254,67834372.56,6.59320341,7.831449812,-1.238246402
3695,302179,,5.48026428,#NUM!,#NUM!
3696,21170563,,7.325732408,#NUM!,#NUM!
3697,1831348,112443929.5,6.262770879,8.050936014,-1.788165136
3698,13368437,58488668.24,7.126080634,7.767071733,-0.640991099
3699,2077763,30184552.32,6.317596008,7.479784739,-1.162188731
3700,5507396,67627832.01,6.740946305,7.830125465,-1.08917916
3701,178262620,107968109.5,8.251060285,8.033295497,0.217764788
3702,7022209,59628646.93,6.846473751,7.775454955,-0.928981204
3703,30857,28837070.74,4.489353701,7.459951143,-2.970597442
3704,3261638,,6.513435758,#NUM!,#NUM!
3705,15500000,13090137.5,7.190331698,7.116944208,0.07338749
3706,77920346,109860677.2,7.891650872,8.040842272,-0.1491914
3707,37384046,127644791.4,7.572686302,8.106003098,-0.533316795
3708,97607453,84211788.35,7.98948298,7.92537289,0.06411009
3709,253527,43793578.06,5.404024217,7.64141043,-2.237386212
3710,7314027,46501046.12,6.864156559,7.667462723,-0.803306164
3711,2227000,131568873.9,6.347720217,8.119153158,-1.771432941
3712,8895428,52384866.82,6.949166849,7.719205844,-0.770038995
3713,27165581,106497898.9,7.434018998,8.02734104,-0.593322042
3714,397850012,157291517.2,8.599719375,8.196705301,0.403014074
3715,87528173,74065138.56,7.942147863,7.86961384,0.072534024
3716,76286096,138671362.2,7.88244539,8.141986782,-0.259541392
3717,852872,44441683.83,5.930883857,7.647790505,-1.716906649
3718,343397247,231596760.6,8.535796809,8.364732481,0.171064329
3719,181674817,140306660.2,8.259294731,8.147078287,0.112216445
3720,767820459,412365789.6,8.88525968,8.615282628,0.269977052
3721,459359555,326580412.2,8.662152754,8.513990133,0.148162622
3722,204999686,103082692.3,8.311753196,8.013185753,0.298567443
3723,95687,47673289.06,4.980852939,7.678275116,-2.697422177
3724,461983149,193404891.7,8.664626135,8.286467454,0.378158681
3725,634074,6291493.261,5.802139945,6.798753736,-0.99661379
3726,4386236,30317270.56,6.642091995,7.4816901,-0.839598105
3727,12762,6291493.261,4.10591874,6.798753736,-2.692834995
3728,1410778,44269600.5,6.149458679,7.646105603,-1.496646924
3729,119188334,105337802.1,8.076233749,8.022584252,0.053649497
3730,80197993,74065957.62,7.9041635,7.869618642,0.034544858
3731,114830111,82393426.29,8.060055785,7.915892563,0.144163221
3732,237681299,107097688.8,8.375995012,8.029780099,0.346214914
3733,326551094,181260111.9,8.513951143,8.258302244,0.255648899
3734,1065659812,306243690.6,9.027618588,8.48606715,0.541551438
3735,130431368,83601260.19,8.115382049,7.922212824,0.193169225
3736,26888376,140889132.3,7.429564573,8.148877494,-0.719312922
3737,42285169,114799428.2,7.626188071,8.059939725,-0.433751654
3738,60896147,105976778.4,7.784589815,8.025210713,-0.240620898
3739,60474340,52743126.34,7.781571137,7.722165869,0.059405268
3740,1678874,77890518.86,6.225018103,7.891484597,-1.666466493
3741,46243000,101427585,7.665046001,8.006156085,-0.341110084
3742,6971266,77234932.02,6.843311654,7.887813769,-1.044502114
3743,158468292,160964871.3,8.199942377,8.206731107,-0.00678873
3744,141702264,113640745.3,8.151376789,8.055534073,0.095842716
3745,21353303,50312304.83,7.329465063,7.701674213,-0.37220915
3746,391081192,317051081.5,8.59226693,8.501129239,0.091137691
3747,694438,30482707.85,5.841633478,7.484053544,-1.642420066
3748,100523181,78638069.26,8.002266223,7.895632842,0.106633381
3749,4491986,77030172.81,6.652438394,7.886660872,-1.234222478
3750,135330182,95179489.1,8.131394666,7.978543369,0.152851297
3751,54000000,113436451.9,7.73239376,8.054752634,-0.322358874
3752,741766,55077413.79,5.870266923,7.740973539,-1.870706617
3753,101595121,72666685.3,8.006872852,7.86133535,0.145537502
3754,140175006,135002706.3,8.146670583,8.130342475,0.016328109
3755,62022014,112262277.8,7.792545865,8.05023385,-0.257687985
3756,31584901,101505309.5,7.49947952,8.00648876,-0.50700924
3757,162966177,133496505,8.212097478,8.125469896,0.086627582
3758,574480841,290803857.4,8.759275549,8.463600163,0.295675386
3759,162945894,195059164.1,8.212043421,8.290166359,-0.078122937
3760,53653224,59017749.53,7.729595824,7.770982645,-0.041386821
3761,9132000,,6.960565903,#NUM!,#NUM!
3762,163794509,121634548.5,8.214299339,8.085056947,0.129242391
3763,307077295,116241422.2,8.487247706,8.065360915,0.421886791
3764,41009669,55900240.26,7.612886264,7.747413674,-0.13452741
3765,55181129,182648436.5,7.741790582,8.261615959,-0.519825377
3766,1720953,57956655.35,6.23576901,7.763103315,-1.527334305
3767,42931041,72475086.77,7.632771419,7.860188744,-0.227417325
3768,5446000,,6.736077637,#NUM!,#NUM!
3769,10289,30388404.31,4.012373167,7.482707896,-3.470334729
3770,72779000,76193232.73,7.862006084,7.8819164,-0.019910316
3771,114194847,66652088.45,8.057646507,7.823813762,0.233832745
3772,12506188,275661629.4,7.097124953,8.440376319,-1.343251366
3773,12671300,62756680.36,7.102821173,7.797659963,-0.694838789
3774,4911725,59488564.78,6.691234043,7.774433491,-1.083199448
3775,566611,62495969.38,5.753285002,7.795852009,-2.042567007
3776,1606624,44377536.37,6.20591425,7.647163189,-1.441248938
3777,11449638,75290356.17,7.058791756,7.876739352,-0.817947596
3778,38505009,35393092.75,7.585517229,7.548918514,0.036598715
3779,86915017,124712455.8,7.939094819,8.095909831,-0.156815012
3780,123384128,142847742.1,8.091259296,8.15487338,-0.063614084
3781,19179969,43650821.86,7.282847901,7.639992425,-0.357144524
3782,13022756,,7.114702904,#NUM!,#NUM!
3783,57806952,67158957.6,7.761980071,7.827103947,-0.065123876
3784,38755073,96640024.83,7.588328559,7.985157033,-0.396828474
3785,7000000,52265237.29,6.84509804,7.718212926,-0.873114886
3786,381420,58648946.26,5.581403462,7.768260214,-2.186856752
3787,5839164,44519453.26,6.766350673,7.648549822,-0.882199149
3788,22889018,82892172.27,7.359627161,7.918513521,-0.55888636
3789,88,41891709.06,1.944482672,7.622128079,-5.677645406
3790,16803753,107695531.7,7.225406289,8.032197685,-0.806791396
3791,37597471,117246453.4,7.575158633,8.069099715,-0.493941082
3792,622806,34217382.79,5.794352788,7.534246788,-1.739894
3793,495303,81161149.4,5.694870958,7.909348189,-2.21447723
3794,15304890,144626641.9,7.184830213,8.160248303,-0.97541809
3795,9524340,71148757.47,6.97883489,7.85216732,-0.87333243
3796,7096000,95026205.16,6.851013607,7.977843386,-1.126829779
